,repo_name,method_invocations
685,lolozeeniboss/UNITY_TUTORE,9
686,ballerarge/UnityGame,29
687,redbluegames/unity-mulligan-renamer,0
688,Bear-big/bigbeer-sUnity,2
689,sharpbirdteeth/SimplePathfindingShowcase,2
690,sharpbirdteeth/SimplePathfindingShowcase,2
691,supanat/MyGame1,0
692,unity-club/ideumtable,0
693,Benimautner/fractal_tree_unity,0
694,zsygit736995675/InstallAPK,0
695,ThisIsNoZaku/unity-idle-framework,0
696,enue/Unity_TSKT_UI,0
697,zjhayes/Gilded_Valiance,11
698,coryleach/UnityGUI,13
699,calderarchinuk/ScriptingComponents,2
700,BoenYang/UnityPractice,3
701,Milfeulle/AddressablesManagerModule,0
702,icaroc/study_zombiegame,10
703,Bunny83/UnityWebExamples,4
704,enklu/enkluplayer,30
705,zxkronos/unity1,29
706,vasilijus/Unity-Unit-1,9
707,tabithalee/Unity_Complete_3D,34
708,clewrus/GeneticSnakeBot,4
709,aws-samples/serverless-games-on-aws,0
710,augustluhrs/100Daysof_EMP,53
711,JStrouhal00/UnityE-safetyGame,8
712,MrShroom1988/UnityBoids,6
713,pratyushtewari/brackeysSimpleGame,7
714,ClassicKid/HoneydooUnity,41
715,asus4/tf-lite-unity-sample,0
716,Yashu7/UnityFPS,7
717,JamesStudd/UnityUtilities,0
718,tomi901/Utils,0
719,veneialoya166/Game,6
720,pvanallen/delft-ai-toolkit,5
721,LiminalVR/LiminalSdk-UnityPackage,53
722,Inzilbeth/Lines98,0
723,atifdelibasic/Projects_Csharp_Cpp,8
724,ibrahimpenekli/GameToolkit-Localization,0
725,williamf117/UnityRecording-Tests-,37
726,microsoft/Microsoft.Unity.Analyzers,0
727,Stralle/LaserDefender,10
728,bendaprile/Unity-NumberWizard,17
729,Charles-YYH/Jiejian-3D,5
730,EgorKorotaev/UnityGame,17
731,Dr-VR/cse120-unity-project,6
732,Unity-Technologies/Unity.Mathematics,0
733,edcasillas/unity-prefab-replacer,0
734,albertopeam/laser-defender,4
735,Barliesque/HandsOnVR,64
736,ozzysmithjones/4xSpaceRTS,7
737,SoonerRobotics/scr_simulator,29
738,epicsocial/unity-version-control-guncelleme-kontrol,0
739,AlexanderWild/ShadowsBehindTheThrone,44
740,AlexanderWild/ShadowsBehindTheThrone,44
741,Arvtesh/UnityFx.Mvc,0
742,enklu/commons-unity-logging,0
743,mudroljub/unity-tanks,10
744,ARPavel22/PULSO_Unity3D,92
745,mehrdad8/task,13
746,Andras311/Player,36
747,GaelBosser/UnityAndroid,9
748,lmtaek/comp590_game,82
749,andreipit/unity3d-cam-crazy-focus,0
750,google-ar/arcore-unity-extensions,4
751,denitdao/unity_hot_spot,0
752,kryvytskyidenys/Project-Space,12
753,kennux/UnityTK-Examples,8
754,kennux/UnityTK,8
755,JimmyCushnie/SUCC,0
756,javierfoe/RockPaperSpell,0
757,ertanturan/Unity-Object-Pooling,0
758,TomHemery/ShipGame,11
759,azerty0220pl/CSS,58
760,rach1908/SudokuGame,59
761,doughtmw/ArUcoDetectionHoloLens-Unity,0
762,jreisam/Unity-OpenPose-Edutable,3
763,jadlerfisher/The-Nature-of-Code---Unity-Remix,0
764,Fy-/FyWorld,15
765,arpspoof/UnityKinematics,2
766,danalouka/Unity-projects,8
767,miguelgdx/menus_inmersivos_unity,59
768,geekguy100/IM289-Project-2020,48
769,meti651/Unity_Maze_v2,5
770,Garfield-Chen/XellossEngineUnity,11
771,Tiago-Risky/VN_Game,0
772,bordils/UnityTutorial,54
773,LukaszKr/UnityPlugins,0
774,CognitiveVR/cvr-sdk-unity,68
775,MrRubel/Turbo-Tunnel,0
776,UnityLudusAcademie/Projet_Unity_2D_F1,4
777,R1zzo23/SportsAgencyTycoon-Unity,6
778,marine0927/c-game,13
779,devYongJun/unity-ufo,4
780,bnm000215/UnityAnimatorPro,2
781,BinHuang-0/Infection_Game,4
782,TheGrimsey/DodgerV2,1
783,Doomus/UnityGame,32
784,Knockturnal/ShiBark_Full,2
785,takutosoeda/VANproject,28
786,Skierhou/Study,0
787,FirebaseExtended/unity-solutions,0
788,SurajStepapp/SharePlugin,6
789,LuisCanary/Tetris-Github-Unity,14
790,LuisCanary/Tetris-Github-Unity,14
791,AtaTrkgl/Unity-DartCore,7
792,Sazazezer/fencer,39
793,LeapRealm/Hands-On-Unity-Game-Programming-Essence,17
794,AldeRoberge/UnityUtilityScripts,14
795,newwers/UnityTools,2
796,FBast/xNodeUtilityAI,0
797,SolomonRosemite/Unity-FutureCube,19
798,ArigatoDeLaMotta/Unity,6
799,yuri-akira/Pong,18
800,Jichael/JichaelsUPM,3
801,eng-dallavecchia/wrench,30
802,chillpert/deep,63
803,backtrace-labs/backtrace-unity,0
804,buger404/Moristory2,16
805,PingDocs2534/UnityScripts,0
806,gunwbro/Sokovan,5
807,CatWithPaws/Learning-Unity,11
808,YoucefSklab/GamaUnityProject,86
809,markoter/NumberWizardUI,44
810,TSE-Team-12/Unity-Project,53
811,onurselcuk/Work,4
812,jgrandchavin/model_exposition,0
813,Marcelors/Curso_Unity,27
814,HongHuaFu/Unity-FFTOcean,0
815,FlipWebApps/GameFramework,4
816,Cainden/Cowbell2019,33
817,BurntCookieStudios/unityfps,80
818,BSchum/UnityAndroid,2
819,lucassel/ghent-theft-auto,1
820,MameHub/Unity,50
821,TNathanCT/Unity-Games,9
822,Afamuefuna/Melee_Dungeon_Escape,16
823,ChallengerCY/LearnUnity,30
824,directorjin/Unity---2D-Scroll-Game,12
825,nitkagoshima-sysken/procon31_subject_unity,6
826,CAOR-MINES-ParisTech/colibri-vr-unity-package,0
827,cbranton/unity2d-starter,4
828,Unity-Technologies/com.unity.xr.test-framework.performance,0
829,muzhou0000/Unity_ML_Football,6
830,Amalgam0616/git_for_Unity_test,28
831,ExtendRealityLtd/Tilia.Interactions.Controllables.Unity,0
832,MrShroom1988/UnityTunnel,8
833,Papyrustaro/UnderDungeon,26
834,CMTen/UnityC2_3DGame,10
835,Reduichi/Unity_HC_ZL_3DGame_202003,10
836,coolrain123/Unity_3DGame_202003,10
837,KID421/Unity_HC_ZL_3DGame_202003,4
838,krishan-kant/CubeRunInfinity,10
839,TalesMariano/Unity-Codes,32
840,RECNEPS-KIPS/Socket_Unity_Client,6
841,kotaromurata/GoForwardUnityChan,6
842,jmheretik/water-simulation-cellular,11
843,nilguresci/MazeUnity,14
844,lostsky25/UnityCarAI,18
845,MartianCoders/FoxGame,2
846,XINCGer/ColaFrameWork,64
847,keijiro/Lasp,0
848,Gazuntype/graphQL-client-unity,0
849,niyyatii19/FlappyBird,20
850,gluonn/unity2d,114
851,rianhughes/MLAgents_Projects,28
852,peke2/UnityCamerarollTest,0
853,foxen2005/Unity3dJsonToGuiTable,12
854,foxen2005/Unity3dJsonToGuiTable,12
855,ipetropolsky/unitySpaceShooter,6
856,coderhe/UnityEditor-SmartPlugin,0
857,Pyknic/first-person-controller,4
858,Indianoga/Ar_UnityStudy,0
859,RameshBettge/Unity_GrundlagenProgrammierung,21
860,JinLiGame/SimpleSdk,0
861,Elringus/UnityCommon,18
862,ErnSur/QuickEyeHub,0
863,mcpiroman/UnityNativeTool,0
864,conranpearce/Unity-Block-Game,4
865,Gremler5442/game,7
866,lobe830/UnitySDK,0
867,ManeFunction/sound-maneger,0
868,korthick/Unty,4
869,nukadelic/Unity-Lightmap-Prefab-Baker,0
870,BurialOrchid/Roll-a-Ball-game-in-Unity,22
871,codeghosts/Chess_Unity3D,0
872,iningwei/Unity3DLibrary,1
873,snozbot/fungus,35
874,lorangutan/homing-missile-unity2d,0
875,VyronLee/vFrame.Bundler,0
876,uisawara/unity-settingswitcher,0
877,EcsRx/ecsrx.unity,18
878,Raptorij/Prefabshop,0
879,MughalAman/Unity,36
880,Chaker-Gamra/Endless-Runner-Game,11
881,KuraiAndras/Serilog.Sinks.Unity3D,0
882,DavidMinecrafter/UnityCourse,0
883,vmichalak/Unity-NetChecker,0
884,iFunFactory/engine-plugin-unity3d,0
885,RaymondMOirae/Flock,0
886,dylandawk/doodle-AR-Unity,0
887,modio/UnityPlugin,21
888,skulllism/advanced-unity-plugin,1
889,hohyuk/UnityStudyProjects,8
890,Failpwned/Building-Game,18
891,Pushwoosh/pushwoosh-unity,0
892,crzzzzzzzz/Internet-parkour-game-based-on-unity3d,4
893,ShuaiMXu/rocketboots-unity3D,5
894,sujoybyte/Jumpirox,9
895,DerekCresswell/GameDesign11,8
896,Mr-sB/EventTriggerListener,0
897,kodeba/laser-defender,4
898,y-magu/unity_to_march,7
899,aandy300/unity_MoD,2
900,KID421/Unity_ML_Football,15
901,SergioGarzon/VirusInfectsUnityUISergio,1
902,fcu-d0471750/Unity,195
903,ScarletKnight310/DigProject,6
904,SergioGarzon/VirusInfectsUnityUISergio,1
905,fcu-d0471750/Unity,240
906,ScarletKnight310/DigProject,6
907,nakanishi-ryotaro/GoForwardUnityChan,0
908,SaintPath/NodejsUnityServer,4
909,kenshen112/Unity-Rpg,57
910,kaichiuwong/hrl_unity_demo,30
911,mminer/consolation,2
912,MaxHoweth/ANationStateRises,51
913,green224/IzFbxTools,0
914,green224/IzFbxTools,0
915,highras/fpnn-sdk-unity,0
916,GordonCoffeeCan/Unity_Shader_Editor,12
917,ThinkingDataAnalytics/unity-sdk,0
918,SourenP/catlike_coding_unity,93
919,TejusWadbudhe/Balloon_Shooter,0
920,UnknownAMA/Game_EX1_Unity,11
921,matt-bertoncello/unity-2d-scene-generation,8
922,OxideMod/Oxide.Hurtworld,0
923,valdelazarus/K-O,29
924,valdelazarus/K-O,29
925,YeisonCordoba07/Sokoban,16
926,VRTRIX/VRTRIXGlove_Unity3D_SDK,25
927,AlcheraInc/Face-Hand-Detection-Unity,11
928,SheepBros/SimpleDI,0
929,ivarog/Blocos,48
930,Cysharp/MasterMemory,0
931,benSmith1981/FruitNinjaUnity,28
932,MatheusCordeiroP/Recicla-mais,3
933,Anirudh-Muthukumar/Game-Programming,47
934,Anirudh-Muthukumar/Game-Programming,47
935,TRibeiro94/AB-Replica-Unity,31
936,andrefcasimiro-vakt/the-bard-and-the-mead,22
937,lostjarred/screensaverbiunity,0
938,SunHailang/SoftLiu_Unity3DUGUIStudy,0
939,Amroth95/Bouncey-Chords-Tech-Demo,1
940,robotron2084/animation-retargeting,0
941,mikage-961pro/unitychan-crs-2019.3.5,28
942,thinkrium/Supermarket-Friendsy,52
943,Tariq-rahman/Attack-on-Zombies,54
944,HowlingShame/ClassReference,0
945,baba-s/techbook-unity-2d-action-game,13
946,StephanGrzelkowski/ML-Agents-Penguin,43
947,TK-Aria/Unity-RuntimeUtility,0
948,tghgg/Learning-Unity,8
949,MasterKrepta/TurtleARmy_FM,31
950,AlexHelo/Unity-FightingPlatformer,7
951,spacekitcat/citizen-cane,44
952,RobertoTorresJim/Unity-Recorrido-Virtual,55
953,microsoft/mixed-reality-extension-unity,26
954,HeatherShein/LevelEditor,63
955,DDR12/FirebaseUnityWebGL,0
956,AbramTI/Act9,40
957,henrywinget/SpaceWars,3
958,mccreery/unity-textbox,1
959,11081999/Unity,20
960,DakTheProgrammer/UnityResearch,0
961,debox-dev/Teleport,0
962,PixelHUN/TestUnityProject,42
963,BalancingRay/SimpleAnimator,0
964,CS4474-Team5-2020/TowerDefenceGame,0
965,Yahta20/Sacred-Tarot,9
966,midasscheffers/Space_Shooter_unity_1,9
967,gabrielchristo/logitech-g-event-parser,0
968,vertxxyz/NUtilities,0
969,UniGameTeam/UniGame.GameFlow,0
970,ImVanHellsing/AscendingBalls,7
971,med44/unity,16
972,ivancito10/Proyectos-Unity,52
973,NibbleByte/AssetsManagementTools,0
974,MagicMaxMark/UnityClassDemoGit,12
975,6henrykim/Unity-Dummy,0
976,KnowYourRole/delaunay-triangulation-island,23
977,arktfox/GameAPI,0
978,LightAxe2402/ShapeShifter,4
979,Besjan/OSM-Interpreter,0
980,TimRobinNet/UnityAssetPath,0
981,ambid17/BunnyHopMaster,17
982,BenoitBellegarde/Watson-simulator,67
983,KuraiAndras/MainThreadDispatcher.Unity,0
