,repo_name,method_invocations
695,NASA-AMMOS/Unity3DTiles,53
696,erinlin/PureMVC-Unity-Demo,0
697,Arlorean/UnityComputeShaderTest,0
698,keijiro/Kino,0
699,cartzhang/UnityConsoleWindow,8
700,cartzhang/UnityConsoleWindow,8
701,deniszykov/charon-unity3d,0
702,KonsomeJona/unity-gb,3
703,theSoenke/ProceduralTerrain,11
704,ryanw3bb/unity-native-toolkit,0
705,karl-/UnityDefineManager,0
706,l2xin/Unity2018T4M,0
707,Staleness89/Unity3DWoW,60
708,Unity-Technologies/NotificationsSamples,0
709,littleredhat1997/Unity-Tricks,62
710,MrJoy/UnityGUIExtensions,0
711,litefeel/Unity-BitmapFontImporter,0
712,Michsky/muip,1
713,LewisJohnson/unity-ui-examples,44
714,thefuntastic/unity-object-pool,4
715,garettbass/UnityExtensions.ArrayDrawer,0
716,rygo6/CardExample-Unity,0
717,keijiro/unity-alphamask,0
718,keijiro/KinoIsoline,0
719,RyanNielson/PixelCamera2D,0
720,neuecc/Utf8Json,0
721,UnityTech/DocCN,0
722,keijiro/ChromaPack,0
723,microsoft/MRDesignLabs_Unity_Tools,58
724,Sorumi/UnityRayTracingGem,1
725,FriendSea/BookUI4Unity,0
726,keijiro/FadeToSkybox,0
727,octo-code/webp-unity3d,0
728,jacksondunstan/NativeCollections,0
729,terravision/UnityTextScene,0
730,xerysherry/uEmuera,6
731,MafiaHub/MafiaUnity,16
732,googlevr/seurat-unity-plugin,1
733,Hello-Meow/ModTool,0
734,keijiro/KvantTunnel,0
735,eppz/Unity.Blog.Unity_Android_plugin_tutorial,0
736,yanghuan/CSharpLuaForUnity,6
737,akof1314/AnimationPath,0
738,pavelkomiagin/unity3d-fortune-wheel,0
739,TheSniperFan/unityserializer-ng,6
740,llafuente/unity-platformer,11
741,demonixis/Unity-toolbox,28
742,comoc/UnityCloudVision,0
743,TimChen44/Unity3D-DXF-Viewer,4
744,CloudBreadProject/CloudBread-Unity-SDK,0
745,Flafla2/Generic-Raymarch-Unity,0
746,Betorped0/friendsmash-unity,0
747,Unity-Technologies/com.unity.probuilder,58
748,wideioltd/unity3d-ttftext,2
749,marijnz/unity-editor-coroutines,0
750,hiramtan/HiAssetBundle_unity,0
751,unity3d-jp/unitychan2d,3
752,unity3d-open-tools/openpath,0
753,inoook/UnityURG,0
754,beinteractive/SVGMeshUnity,3
755,jtothebell/UnityStreamingMovieTexture,0
756,wuqxuan/LifeLineUnity,0
757,johnsietsma/ExtendingLWRP,0
758,candycat1992/OIT_Lab,0
759,rzubek/UnityGameTools,0
760,Chman/Typogenic,1
761,onevcat/XUPorter,0
762,SaladLab/Unity3D.UselessAttributeStripper,0
763,infocom-tpo/PoseNet-Unity,0
764,sinbad/UnityCsvUtil,0
765,GrymmyD/UnityBehaviourTree,0
766,TarasOsiris/unity3d-prefab-pool,0
767,johnsietsma/ExtendingLWRP,0
768,haysclark/unity3d-texturepackerimporter,0
769,Ludomancer/Unity-Audio-Sequencer,0
770,umiyuki/UnityAFrameExporter,22
771,bam93/UnityMol-Releases,169
772,spatialos/gdk-for-unity-fps-starter-project,23
773,leapmotion/LeapMotionCoreAssets,86
774,hecomi/VrGrabber,4
775,keijiro/CosineGradient,0
776,mlavik1/UnityVolumeRendering,0
777,Arcturus-Studio/TOUnityUtilities,0
778,tparisi/Unity-glTF-Exporter,0
779,StormBurpee/Unity_Pokemon,30
780,duanjiahao/UnityDecompiled,59
781,jesta88/Unity-Voronoi,3
782,Brackeys/2D-Movement,4
783,ditzel/UnityOceanWavesAndShip,6
784,bayaba/3D-Action-Game-Example-Unity,21
785,raphael-ernaelsten/Texture3DPreview-for-Unity,0
786,nicksam112/pokeclone,42
787,noir-neo/UnityARKitMultipeerConnectivity,0
788,eVRydayVR/Unity360PanoramaCapture,1
789,sugi-cho/Unity-GPU-Particle,2
790,noir-neo/UnityARKitMultipeerConnectivity,0
791,spr1ngd/Unity.PureMVC,0
792,CatLib/Framework,0
793,erickpassos/MiniMOBA,2
794,Banbury/UnityHexGrid,0
795,Real-Serious-Games/Unity-Android-Plugin-Example,0
796,trond/Unity-Community-Ocean,7
797,MichaelTaylor3D/UnityGPSConverter,0
798,Phylliida/UnityWindowsCapture,41
799,mikecann/Unity-Helpers,0
800,fluviofx/fluviofx,0
801,bugsnag/bugsnag-unity,0
802,Brackeys/MultiplayerFPS-Tutorial,42
803,Live2D/CubismUnityComponents,6
804,webbertakken/unity-actions,0
805,t-mat/UnitySceneViewFovControl,0
806,Reinisch/Warcraft-Arena-Unity,26
807,avseoul/Unity3D_LiquidySurfaceShader,2
808,keijiro/Lasp,0
809,zouhunter/unity-bridge-ui-framework,38
810,prime31/UnityCgShaderTutorials,0
811,mob-sakai/UnmaskForUGUI,0
812,jbruening/UnityMesh,4
813,mouseroot/Unity3D-Scripts,18
814,unitycontainer/abstractions,0
815,marijnz/unity-editor-spotlight,0
816,Scrawk/Proland-To-Unity,28
817,microsoft/appcenter-sdk-unity,0
818,lordofduct/spacepuppy-unity-framework-3.0,101
819,Scrawk/Brunetons-Ocean,4
820,SiiMeR/unity-volumetric-fog,6
821,EsimpleStudios/Unity3D-Anaglyph-izer,4
822,FlaShG/GitMerge-for-Unity,0
823,MuNgLo/UnityNetworkExample,8
824,MatthewHallberg/TensorFlowUnity-ObjectDetection,0
825,yangrc1234/SpringBone,22
826,luxkun/ReGoap,0
827,aosoft/Xamarin.Forms.Unity,0
828,kode80/PixelRenderUnity3D,4
829,steve3003/unity-profiler-data-exporter,0
830,IanPhilips/UnityAndroidVRARBrowser,110
831,vivekhnz/UnityEffects,32
832,Pushwoosh/pushwoosh-unity,0
833,pctroll/unity3d-music-visualizer,0
834,sagivo/Unity2d-Game,24
835,sinbad/UnityMultiBuild,0
836,fredpointzero/UnityBuild,0
837,obviousjim/OpenTSPS_Unity3d_Extension,0
838,vilbeyli/Pacman,5
839,fgrehm/pucrs-unity3d-pool,3
840,roblevine/UnityLog4NetExtension,0
841,modio/UnityPlugin,21
842,mattatz/unity-mesh-smoothing,0
843,keijiro/KvantLattice,0
844,devtrends/Unity.WebAPI,0
845,mopub/mopub-unity-sdk,3
846,quill18/UnityCallbackAndEventTutorial,4
847,HiddenMonk/Unity3DCustomCharacterControllerCapsuleCollisionDetection,5
848,Antypodish/ECS-Octree,6
849,mattatz/unity-verlet-simulator,6
850,InvexGames/MaterialUI,7
851,HiddenMonk/Unity3DCustomCharacterControllerCapsuleCollisionDetection,5
852,mattatz/unity-verlet-simulator,6
853,mattatz/unity-mesh-smoothing,0
854,Antypodish/ECS-Octree,6
855,luzexi/Unity3DMVC,0
856,andydbc/unity-texture-curve,2
857,WestHillApps/uGUI-Effect-Tool,0
858,Phylliida/UnityVOIP,2
859,tutsplus/unity-2d-water-effect,2
860,mattatz/unity-gpu-particle-system,22
861,tdonlan/UnityRPG,42
862,charlesveasey/UnityDomemaster,31
863,snozbot/fungus,35
864,SebLague/Portals,10
865,andersonaddo/EZ-Camera-Shake-Unity,2
866,octo-code/obj-unity3d,0
867,khrona/UnityAwe,9
868,LMNRY/SetProperty,0
869,Demigiant/demilib,23
870,lewa-j/Unity-Source-Tools,23
871,Shogan/PixelSpriteGenerator-Unity,0
872,LMNRY/SetProperty,0
873,i-saint/RaymarchingOnUnity5,31
874,Scrawk/Position-Based-Dynamics,0
875,caozero/unityInstancedGrass,31
876,pbhogan/InControl,0
877,yasirkula/UnityImageCropper,0
878,unity3d-open-tools/opengui,50
879,openpool/openpool-core-unity,6
880,pbhogan/InControl,0
881,Unity-Technologies/UIElementsExamples,0
882,StephenGuanqi/Unity-ARKit-Plugin,7
883,jizc/CloudOnce,0
884,SubjectNerd-Unity/ReorderableInspector,0
885,Unity-Harry/Unity-AssetDependencyGraph,0
886,microsoft/MSBuildForUnity,0
887,gregzo/G-Audio,4
888,Countly/countly-sdk-unity,0
889,SivanLiu/Unity,145
890,SubjectNerd-Unity/ReorderableInspector,0
891,gregzo/G-Audio,4
892,rubbyzhang/Unity-EmojiText,2
893,SivanLiu/Unity,145
894,heaversm/unity-osc-receiver,0
895,vasyab/UnityHeapCrawler,0
896,Countly/countly-sdk-unity,0
897,keijiro/Akvfx,0
898,xieliujian/UnityDemo_PlanarShadow,5
899,textcube/unity2d-example,7
900,dgkanatsios/MatchThreeGame,4
901,qingfeng346/Scorpio-CSharp,2
902,udacity/arkit-unity-course-assets,15
903,unitycontainer/microsoft-dependency-injection,0
904,Xander93/unity3d-draganddrop,0
905,keijiro/UnityBasicTransitionFx,0
906,Thundernerd/Unity3D-IconManager,0
907,oddgames/UIToolkit,17
908,jacobdufault/fullserializer,0
909,Santarh/MToon,0
910,dpull/UnityUtils,0
911,Unity-Technologies/SuperScience,0
912,curiosity-inc/azure-kinect-dk-unity,0
913,misslivirose/unity-cognitive-services-demos,72
914,Placenote/PlacenoteSDK-Unity,25
915,mdechatech/Sonic-Realms,24
916,devtrends/Unity.Mvc5,0
917,qine/unity-moveable-linerenderer,0
918,Winchy/Unity3d-Lessons,35
919,keijiro/ProbePolisher,0
920,keijiro/Rsvfx,3
921,vedi/share-bunch-unity3d,0
922,keijiro/ProbePolisher,0
923,eamonwoortman/django-unity3d-example,7
924,sschmid/NLog,0
925,intentor/adic,0
926,joscanper/unity_shaders,2
927,IndieVisualLab/UnityGraphicsProgramming2,4
928,inkle/slayout,0
929,thedersen/UnityAutoMoq,0
930,thedersen/UnityAutoMoq,0
931,keijiro/unity-adbanner-example,0
932,Tak/MonoDevelop.Debugger.Soft.Unity,0
933,ElasticSea/Destructible-Walls,32
934,agens-no/iMessageStickerUnity,0
935,Applifier/unity-ads-demo,0
936,SaladLab/Unity3D.UiManager,2
937,b3agz/Code-A-Game-Like-Minecraft-In-Unity,219
938,keijiro/KinoObscurance,0
939,codeserk/wakatime-unity,0
940,icsharpcode/ILSpy,0
941,keijiro/KinoObscurance,0
942,warmtrue/RVO2-Unity,3
943,Microsoft-Build-2016/CodeLabs-GameDev-1-UnityIntro,7
944,ivuecode/Liquid-Simulation,0
945,dgkanatsios/PuzzleGameUnity,4
946,bzgeb/UnityCommonAssets,10
947,tchpowdog/SurrealGrassShader,0
948,buddingmonkey/UnityEPubReader,0
949,n-yoda/unity-midi,0
950,lyback/Unity-behavior-tree,0
951,buddingmonkey/UnityEPubReader,0
952,huanzheWu/Purity-Cat-_Unity3D-Game,51
953,keijiro/KinoVignette,0
954,coding2233/OrganizeResources,0
955,HMY777/UnityGame-CardWar,39
956,n-yoda/unity-midi,0
957,keijiro/KinoMirror,0
958,klutch/UnityGifDecoder,0
959,sotos82/ProceduralTerrainUnity,19
960,sotos82/ProceduralTerrainUnity,19
961,ainc/unity-pong,2
962,luke161/Unity-Metaballs-2D,0
963,nyatla/NyARToolkitUnity,1
964,kestrelm/Creature_Unity,19
965,Scrawk/Mesh-Voxelization,0
966,Deadcows/MyBox,56
967,digital-standard/ThreeDPoseUnityBarracuda,40
968,geekdrums/MusicEngine,0
969,forestrf/UnityAnimatorEvents,0
970,Scrawk/Mesh-Voxelization,0
971,mob-sakai/UIEffect,0
972,geekdrums/MusicEngine,0
973,NIFCLOUD-mbaas/ncmb_unity,0
974,XINCGer/ColaFrameWork,64
975,Scrawk/GPU-GEMS-2D-Fluid-Simulation,4
976,keijiro/VideoPlayerEffects,0
977,Apress/Devel-2D-Games-Unity,10
978,akof1314/UnityEditorListView,0
979,keijiro/MiniEngineAO,0
980,artnas/Unity-Plane-Mesh-Splitter,0
981,VulcanTechnologies/HoloLensCameraStream,0
982,Scrawk/Phillips-Ocean,0
983,mortennobel/ProceduralMesh,0
984,keijiro/MoonAndEarth,0
985,coding2233/UnityColor,1
986,RonenNess/Unity-2d-pathfinding,0
987,appetizermonster/Unity3D-QuickSearch,0
988,spectre1989/unity_physics_csp,6
989,keijiro/KinoFeedback,0
990,IceLanguage/Pokemon_Unity3D_Entitas,137
991,labstreaminglayer/LSL4Unity,6
992,Deadcows/MyBox,56
993,OndrejNepozitek/ProceduralLevelGenerator-Unity,10
994,baba-s/unity-curve-utils,0
995,Thundernerd/Unity3D-ComponentAttribute,0
996,Looooong/Unity-SRP-VXGI,0
997,Ginurx/MecanimEventSystem,10
998,spatialos/sdk-for-unity,2
999,paullj/unity-ecs-instanced-sprite-renderer,0
