,repo_name,method_invocations
723,MaxwellGengYF/Unity-MPipeline-Framework,0
724,unity3d-open-tools/opengui,50
725,microsoft/MSBuildForUnity,0
726,unity3d-jp/playgrownd,34
727,keijiro/KinoStreak,0
728,SixWays/Relay,0
729,bonzajplc/FinalAudition,26
730,MaxSigma/UnityExperiments,17
731,quintesse/PlayoVR,0
732,nvjob/nvjob-water-shader-simple-and-fast,2
733,nhn/socket.io-client-unity3d,3
734,Live2D/CubismUnityComponents,6
735,marijnz/unity-editor-spotlight,0
736,keijiro/KinoSlitscan,0
737,NoxWings/Cable-Component,0
738,rstecca/ColorBands,0
739,Mukarillo/UnityDynamicScrollRect,10
740,nubick/unity-utils,1
741,keijiro/unity-audio-spectrum,0
742,marijnz/unity-editor-coroutines,0
743,Shogan/PixelSpriteGenerator-Unity,0
744,5argon/E7Unity,5
745,keijiro/ShurikenPlus,0
746,JefferiesTube/UnityEditorHelper,0
747,Mizipzor/UnityTileMap,10
748,dgkanatsios/FlappyBirdStyleGame,9
749,Stereoarts/SAFullBodyIK,0
750,litefeel/Unity-BitmapFontImporter,0
751,jizc/CloudOnce,0
752,inkle/the-intercept,6
753,sttsai/PBaseDefense_Unity3D,2
754,tucano/UnityRandom,1
755,avseoul/Unity3D_RayMarching_MetaBall,3
756,microsoft/MRLightingTools-Unity,3
757,Scrawk/Marching-Cubes-On-The-GPU,4
758,OxideMod/Oxide.Rust,0
759,PlayFab/UnitySDK,0
760,Unity-Technologies/unityscript2csharp,0
761,Syn-McJ/TFClassify-Unity,0
762,brianasu/unity-ray-marching,0
763,aosoft/Xamarin.Forms.Unity,0
764,jcowles/gpu-ray-tracing,0
765,ehsan-mohammadi/Aim-IK,0
766,sloopidoopi/Spout4Unity,3
767,mattatz/unity-mesh-smoothing,0
768,runwayml/RunwayML-for-Unity,0
769,nashnie/PotentiallyVisibleSetPlugin,32
770,luzexi/Unity3DGameResource,0
771,yasirkula/UnitySimplePatchTool,0
772,khalladay/PencilSketchEffect,1
773,MdIqubal/Recyclable-Scroll-Rect,0
774,holokit/holokitsdk,74
775,JackM36/Eazy-Sound-Manager,0
776,googlevr/seurat-unity-plugin,1
777,m3rt32/UnityElevatorCompiler,0
778,PhannGor/Screen-Shooter,0
779,Cysharp/RuntimeUnitTestToolkit,0
780,ActiveNick/HoloBot,0
781,Unity-Technologies/UnityOptions,0
782,Miraikomachi/MiraikomachiUnity,0
783,Nition/UnitySkidmarks,6
784,NetEase/pomelo-unityclient,0
785,Jam3/Invisible-Highway,3
786,keenanwoodall/Piranha,5
787,EnoxSoftware/HoloLensWithOpenCVForUnityExample,0
788,red-owl-games/UIEX,0
789,thomasfredericks/UnityOSC,0
790,jiangzhhhh/Unity-MultiProcess-BuildPipeline,0
791,webbertakken/unity-actions,0
792,dgkanatsios/TowerDefense,11
793,keijiro/KinoMirror,0
794,RonenNess/Unity-2d-pathfinding,0
795,rlabrecque/Steamworks.NET-Example,1
796,hugoscurti/mesh-cutter,9
797,blueberryzzz/UIAndShader,0
798,pdo400/smooth.foundations,0
799,EdyJ/blender-to-unity3d-importer,0
800,zhutaorun/HGFramework,36
801,sschmid/NLog,0
802,JamesMcMahon/entitas-2d-roguelike,4
803,DarrenTsung/DTValidator,0
804,kbengine/unity3d_nav_critterai,0
805,lordjesus/UnityNEAT,2
806,Unity-Technologies/Q-GridWorld,0
807,mob-sakai/StaticBluredScreen,0
808,nxrighthere/NetStack,0
809,traggett/UnityFramework,0
810,Thundernerd/Unity3D-ExtendedEvent,0
811,TakuanDaikon/DFGUI,37
812,federicodangelo/CubeWorld,20
813,thefuntastic/unity-object-pool,4
814,FriendSea/BookUI4Unity,0
815,SebLague/Portals,10
816,karasusan/OpenVDBForUnity,0
817,keijiro/VfxPyro,2
818,zs9024/quick_uicode,0
819,Zesix/Impulse,49
820,SiiMeR/unity-volumetric-fog,6
821,paullj/unity-ecs-instanced-sprite-renderer,0
822,keijiro/PhotoMosaic,0
823,mogoson/MGS-Machinery,2
824,NeoDragonCP/Unity-ScriptableObjects-Game-Events-,4
825,anthonyheckmann/KinectDressingRoom,0
826,aeroson/mcs-ICodeCompiler,0
827,nvjob/Infinity-Square-Space,25
828,oxysoft/RetroSuite3D,0
829,beinteractive/Uween,0
830,CatLib/Core,0
831,mopsicus/UnityMobileInput,4
832,Unity-Technologies/DOTS-Shmup3D-sample,19
833,Ludomancer/Unity-Audio-Sequencer,0
834,keijiro/FFmpegRecorder,0
835,Siccity/Graphmesh,0
836,keijiro/NeuronAnimator,0
837,soomla/unity3d-levelup,16
838,adevine1618/KinectSDK-Unity3D_Interface_Plugin,0
839,unitycontainer/container,0
840,LingJiJian/NavmeshExport,2
841,amazon-archives/aws-sdk-unity,0
842,tomtc123/ugui-Tween-Tool,0
843,neuecc/PhotonWire,0
844,Justin-sky/Nice-Lua,102
845,Kogarasi/Unity-Webview,0
846,Over17/UnityAndroidPermissions,0
847,8thwall/xr-unity,17
848,keijiro/MoonAndEarth,0
849,nickbreslin/Griddy,8
850,keijiro/Dkvfx,0
851,cesardeazevedo/Unity3D-Python-Editor,0
852,gwaredd/unium,2
853,kitasenjudesign/UnityARFaceDeformation,21
854,Reinisch/Warcraft-Arena-Unity,26
855,andersonaddo/EZ-Camera-Shake-Unity,2
856,umm/cafu_core,0
857,baba-s/ugui-super-scrollview-example,0
858,Kink3d/kPortals,0
859,slicol/SGF,10
860,MrJoy/UnityREPL,0
861,ivuecode/Liquid-Simulation,0
862,FreyaHolmer/Render-Queue,0
863,simeonradivoev/ComputeStochasticReflections,0
864,keijiro/SenselExamples,0
865,AngryAnt/Path,0
866,KeyleXiao/UNITY3D-DATA-VIEWER,0
867,Scrawk/Interactive-Erosion,14
868,unity3d-open-tools/openpath,0
869,asus4/unity-taptic-plugin,0
870,keawstudio/Clothing-System-3D,0
871,eppz/Unity.Library.eppz.Lines,0
872,neuecc/SerializableDictionary,0
873,CustomPhase/CP_SSSSS,0
874,chengkehan/ShadowVolume,0
875,MarkUnity/AssetAuditor,0
876,xanathar/FSMsharp,0
877,sebas77/-Obsolete-Lightweight-IoC-Container-for-Unity3D,0
878,krockot/Unity-TaskManager,0
879,patricksebastien/libpd4unity,0
880,dkrprasetya/simple-firebase-unity,5
881,thnewlands/unity-deformablesnow,32
882,beinteractive/SVGMeshUnity,3
883,GuyQuad/Custom-2D-Colliders,0
884,hecomi/MMD4Mecanim-LipSync-Plugin,0
885,warbler/SharpMonoInjector,0
886,ronellsicat/DxR,71
887,mvi/UnityXNA,0
888,mpreble/UnityFBXImporter,0
889,insthync/UnityMultiplayerARPG_MMO,0
890,keijiro/UnityCubes,0
891,bkeiren/AwesomiumUnity,3
892,marwie/Design-Patterns-in-Unity-Example,5
893,KptEmreU/Roll-A-Ball-ECS-style,2
894,rocksdanister/rePaper,10
895,vovacooper/Unity3d_MQTT,0
896,ray-cast/UnityVOXFileImport,0
897,OSVR/OSVR-Unity,15
898,stereolabs/zed-unity,55
899,Konash/arabic-support-unity,0
900,midworld/unity-googledrive,1
901,demonixis/Unity-toolbox,28
902,yangrc1234/SpringBone,22
903,Antypodish/ECS-Octree,6
904,setchi/Unity-LineSegmentsIntersection,0
905,sigtrapgames/VrTunnellingPro-Unity,11
906,Scrawk/GPU-GEMS-3D-Fluid-Simulation,0
907,IceLanguage/LinHowe_GameAlgorithm,32
908,UnityPatterns/Signals,0
909,PlayFab/UnityEditorExtensions,0
910,wacki/Unity-IndentShader,5
911,jacobdufault/fullinspector,0
912,VRUX-CO/VRDesignLab,22
913,jongallant/Unity-Bullet-Hell,4
914,keijiro/ProcAmp,0
915,RyotaMurohoshi/UniLinq,0
916,soomla/unity3d-profile,1
917,SaiTingHu/HTFramework,15
918,cleavetv/unity-framework,5
919,hiddenswitch/Meteor-Unity,0
920,sugi-cho/Unity-GPU-Particle,2
921,i-saint/RaymarchingOnUnity5,31
922,Scrawk/Phillips-Ocean,0
923,Brackeys/UPAToolkit,0
924,CraneInForest/LockStepSimpleFramework-Server,0
925,kirurobo/UniWinApi,31
926,ConstellationLanguage/Constellation,2
927,keijiro/GameViewLayouter,0
928,SoftwareGuy/Ignorance,0
929,asus4/UnityNativeDialogPlugin,0
930,sideeffects/HoudiniEngineForUnity,0
931,ACskyline/PVTUT,83
932,monitor1394/ExportSceneToObj,0
933,IRCSS/TexturePaint,10
934,Uyouii/TalesOfEvilSword_Finished,100
935,tertle/com.bovinelabs.entities,0
936,mfav/syrinj,0
937,RadicalCSG/Chisel.Prototype,0
938,cdrinmatane/SSRT,25
939,ditzel/SimpleIK,0
940,willnode/WebViewHook,0
941,jonas-johansson/ARCoreUtils,24
942,Unity-Technologies/BanditDungeon,1
943,u3dkbe/kbengine_unity3d_balls,4
944,y85171642/UnityWebSocket,0
945,Cotoff/UnityHeapEx,0
946,Zuntatos/UnityHeapDump,0
947,loomnetwork/unity-sdk,12
948,infocom-tpo/PoseNet-Unity,0
949,KillaMaaki/Unity-Netcode.IO,0
950,Apress/physically-based-shader-dev-for-unity-2017,2
951,martinhodler/unity-aseprite-importer,0
952,keijiro/TrailBoids,0
953,aceyan/UnityEffects,0
954,Amaranthos/UnityHexGrid,0
955,Xerxes1138/UnitySSR,0
956,keijiro/UnityDxrTest,0
957,Brackeys/Portal-In-Unity,38
958,FlaShG/GitMerge-for-Unity,0
959,qine/unity-moveable-linerenderer,0
960,OndrejNepozitek/ProceduralLevelGenerator-Unity,10
961,favoyang/unity-addressable-importer,0
962,Kulestar/powerui,26
963,JiepengTan/LockstepPlatform,0
964,jpush/jpush-unity3d-plugin,2
965,nickjanssen/UnityToThreeExporter,0
966,fmod/UnityIntegration,0
967,SubjectNerd-Unity/UnityPixelCamera,0
968,Hello-Meow/ModTool,0
969,spatialos/gdk-for-unity-fps-starter-project,23
970,Scrawk/GPU-GEMS-2D-Fluid-Simulation,4
971,bansheeGz/BGCurve,4
972,radiatoryang/ropework,6
973,rocwood/Entitas-Lite,2
974,ashblue/unity-skill-tree-editor,0
975,toxicFork/Unity3D-TextureAtlasSlicer,0
976,deniszykov/csharp-eval-unity3d,0
977,yanghuan/CSharpLuaForUnity,6
978,shelleylowe/unity-colourlovers-importer,0
979,liortal53/ScriptableObjectFactory,0
980,OneYoungMean/Automatic-DynamicBone,0
981,setchi/BezierCanvas,0
982,Kink3d/kSplines,0
983,Spy-Shifty/BBSNetworkSystem,0
984,keijiro/Minis,0
985,andrewmacquarrie/UnityProjectionMapping,0
