,repo_name,method_invocations
695,Glauz/Unity3D-CharacterCustomizationTutorial,16
696,erinlin/PureMVC-Unity-Demo,0
697,NASA-AMMOS/Unity3DTiles,53
698,Arlorean/UnityComputeShaderTest,0
699,keijiro/Kino,0
700,cartzhang/UnityConsoleWindow,8
701,cartzhang/UnityConsoleWindow,1
702,theSoenke/ProceduralTerrain,11
703,KonsomeJona/unity-gb,3
704,deniszykov/charon-unity3d,0
705,ryanw3bb/unity-native-toolkit,0
706,karl-/UnityDefineManager,0
707,l2xin/Unity2018T4M,0
708,Staleness89/Unity3DWoW,60
709,Unity-Technologies/NotificationsSamples,0
710,littleredhat1997/Unity-Tricks,62
711,MrJoy/UnityGUIExtensions,0
712,litefeel/Unity-BitmapFontImporter,0
713,Michsky/muip,1
714,LewisJohnson/unity-ui-examples,44
715,thefuntastic/unity-object-pool,4
716,garettbass/UnityExtensions.ArrayDrawer,0
717,rygo6/CardExample-Unity,0
718,keijiro/unity-alphamask,0
719,keijiro/KinoIsoline,0
720,neuecc/Utf8Json,0
721,RyanNielson/PixelCamera2D,0
722,keijiro/ChromaPack,0
723,UnityTech/DocCN,0
724,microsoft/MRDesignLabs_Unity_Tools,58
725,Sorumi/UnityRayTracingGem,1
726,keijiro/FadeToSkybox,0
727,FriendSea/BookUI4Unity,0
728,jacksondunstan/NativeCollections,0
729,octo-code/webp-unity3d,0
730,terravision/UnityTextScene,0
731,xerysherry/uEmuera,6
732,MafiaHub/MafiaUnity,16
733,googlevr/seurat-unity-plugin,1
734,Hello-Meow/ModTool,0
735,keijiro/KvantTunnel,0
736,akof1314/AnimationPath,0
737,eppz/Unity.Blog.Unity_Android_plugin_tutorial,0
738,yanghuan/CSharpLuaForUnity,6
739,TheSniperFan/unityserializer-ng,6
740,pavelkomiagin/unity3d-fortune-wheel,0
741,llafuente/unity-platformer,11
742,demonixis/Unity-toolbox,28
743,comoc/UnityCloudVision,0
744,TimChen44/Unity3D-DXF-Viewer,4
745,CloudBreadProject/CloudBread-Unity-SDK,0
746,Flafla2/Generic-Raymarch-Unity,0
747,Betorped0/friendsmash-unity,0
748,Unity-Technologies/com.unity.probuilder,58
749,wideioltd/unity3d-ttftext,2
750,marijnz/unity-editor-coroutines,0
751,hiramtan/HiAssetBundle_unity,0
752,unity3d-jp/unitychan2d,3
753,unity3d-open-tools/openpath,0
754,wuqxuan/LifeLineUnity,0
755,beinteractive/SVGMeshUnity,3
756,jtothebell/UnityStreamingMovieTexture,0
757,inoook/UnityURG,0
758,inoook/UnityURG,0
759,candycat1992/OIT_Lab,0
760,jtothebell/UnityStreamingMovieTexture,0
761,hiramtan/HiAssetBundle_unity,0
762,wuqxuan/LifeLineUnity,0
763,rzubek/UnityGameTools,0
764,beinteractive/SVGMeshUnity,3
765,deniszykov/msgpack-unity3d,0
766,Chman/Typogenic,1
767,onevcat/XUPorter,0
768,SaladLab/Unity3D.UselessAttributeStripper,0
769,infocom-tpo/PoseNet-Unity,0
770,sinbad/UnityCsvUtil,0
771,GrymmyD/UnityBehaviourTree,0
772,TarasOsiris/unity3d-prefab-pool,0
773,johnsietsma/ExtendingLWRP,0
774,haysclark/unity3d-texturepackerimporter,0
775,Ludomancer/Unity-Audio-Sequencer,0
776,umiyuki/UnityAFrameExporter,22
777,bam93/UnityMol-Releases,169
778,spatialos/gdk-for-unity-fps-starter-project,23
779,hecomi/VrGrabber,4
780,keijiro/CosineGradient,0
781,leapmotion/LeapMotionCoreAssets,86
782,mlavik1/UnityVolumeRendering,0
783,tparisi/Unity-glTF-Exporter,0
784,Arcturus-Studio/TOUnityUtilities,0
785,StormBurpee/Unity_Pokemon,30
786,duanjiahao/UnityDecompiled,59
787,Brackeys/2D-Movement,4
788,jesta88/Unity-Voronoi,3
789,bayaba/3D-Action-Game-Example-Unity,21
790,raphael-ernaelsten/Texture3DPreview-for-Unity,0
791,noir-neo/UnityARKitMultipeerConnectivity,0
792,nicksam112/pokeclone,42
793,eVRydayVR/Unity360PanoramaCapture,1
794,sugi-cho/Unity-GPU-Particle,2
795,ditzel/UnityOceanWavesAndShip,6
796,sassembla/Autoya,0
797,Banbury/UnityHexGrid,0
798,CatLib/Framework,0
799,Real-Serious-Games/Unity-Android-Plugin-Example,0
800,spr1ngd/Unity.PureMVC,0
801,fluviofx/fluviofx,0
802,trond/Unity-Community-Ocean,7
803,Phylliida/UnityWindowsCapture,41
804,erickpassos/MiniMOBA,2
805,mikecann/Unity-Helpers,0
806,bugsnag/bugsnag-unity,0
807,MichaelTaylor3D/UnityGPSConverter,0
808,Brackeys/MultiplayerFPS-Tutorial,42
809,Live2D/CubismUnityComponents,6
810,t-mat/UnitySceneViewFovControl,0
811,avseoul/Unity3D_LiquidySurfaceShader,2
812,webbertakken/unity-actions,0
813,keijiro/Lasp,0
814,zouhunter/unity-bridge-ui-framework,38
815,unitycontainer/abstractions,0
816,Reinisch/Warcraft-Arena-Unity,26
817,mob-sakai/UnmaskForUGUI,0
818,prime31/UnityCgShaderTutorials,0
819,jbruening/UnityMesh,4
820,mouseroot/Unity3D-Scripts,18
821,Scrawk/Proland-To-Unity,28
822,SiiMeR/unity-volumetric-fog,6
823,Scrawk/Brunetons-Ocean,4
824,EsimpleStudios/Unity3D-Anaglyph-izer,4
825,marijnz/unity-editor-spotlight,0
826,MuNgLo/UnityNetworkExample,8
827,microsoft/appcenter-sdk-unity,0
828,lordofduct/spacepuppy-unity-framework-3.0,101
829,FlaShG/GitMerge-for-Unity,0
830,MatthewHallberg/TensorFlowUnity-ObjectDetection,0
831,yangrc1234/SpringBone,22
832,aosoft/Xamarin.Forms.Unity,0
833,kode80/PixelRenderUnity3D,4
834,vivekhnz/UnityEffects,32
835,steve3003/unity-profiler-data-exporter,0
836,pctroll/unity3d-music-visualizer,0
837,fredpointzero/UnityBuild,0
838,dgkanatsios/TowerDefense,11
839,IanPhilips/UnityAndroidVRARBrowser,110
840,Pushwoosh/pushwoosh-unity,0
841,sagivo/Unity2d-Game,24
842,roblevine/UnityLog4NetExtension,0
843,keijiro/KvantLattice,0
844,sinbad/UnityMultiBuild,0
845,obviousjim/OpenTSPS_Unity3d_Extension,0
846,vilbeyli/Pacman,5
847,fgrehm/pucrs-unity3d-pool,3
848,modio/UnityPlugin,21
849,devtrends/Unity.WebAPI,0
850,mopub/mopub-unity-sdk,3
851,nomand/PBRBlendShader,7
852,quill18/UnityCallbackAndEventTutorial,4
853,FinneyTang/TsiU_AIToolkit_CSharp,8
854,InvexGames/MaterialUI,7
855,HiddenMonk/Unity3DCustomCharacterControllerCapsuleCollisionDetection,5
856,mattatz/unity-mesh-smoothing,0
857,Antypodish/ECS-Octree,6
858,mattatz/unity-verlet-simulator,6
859,luxkun/ReGoap,0
860,cmusphinx/pocketsphinx-unity-demo,0
861,luzexi/Unity3DMVC,0
862,andydbc/unity-texture-curve,2
863,Phylliida/UnityVOIP,2
864,WestHillApps/uGUI-Effect-Tool,0
865,tutsplus/unity-2d-water-effect,2
866,mattatz/unity-gpu-particle-system,22
867,tdonlan/UnityRPG,42
868,charlesveasey/UnityDomemaster,31
869,snozbot/fungus,35
870,SebLague/Portals,10
871,khrona/UnityAwe,9
872,octo-code/obj-unity3d,0
873,Demigiant/demilib,23
874,andersonaddo/EZ-Camera-Shake-Unity,2
875,sttz/install-unity,0
876,LMNRY/SetProperty,0
877,lewa-j/Unity-Source-Tools,23
878,Shogan/PixelSpriteGenerator-Unity,0
879,i-saint/RaymarchingOnUnity5,31
880,caozero/unityInstancedGrass,31
881,Scrawk/Position-Based-Dynamics,0
882,pbhogan/InControl,0
883,yasirkula/UnityImageCropper,0
884,unity3d-open-tools/opengui,50
885,openpool/openpool-core-unity,6
886,Unity-Technologies/UIElementsExamples,0
887,atrakeur/unity-unet-authoritative-networking,11
888,StephenGuanqi/Unity-ARKit-Plugin,7
889,Unity-Harry/Unity-AssetDependencyGraph,0
890,jizc/CloudOnce,0
891,SubjectNerd-Unity/ReorderableInspector,0
892,gregzo/G-Audio,4
893,asus4/unity-taptic-plugin,0
894,craigkj312/unity-arkit-portal,11
895,microsoft/MSBuildForUnity,0
896,rubbyzhang/Unity-EmojiText,2
897,Santarh/MToon,0
898,SivanLiu/Unity,145
899,YarnSpinnerTool/YarnSpinner,2
900,vasyab/UnityHeapCrawler,0
901,heaversm/unity-osc-receiver,0
902,keijiro/Akvfx,0
903,Countly/countly-sdk-unity,0
904,xieliujian/UnityDemo_PlanarShadow,5
905,textcube/unity2d-example,7
